sample,nocut, el selection, loose mu veto, dilep veto, jets selection, b-tagging, MET 
singletop,2261635,122972,118683,117781,8516,2443,2443,0,0,0,0,
wjets,191152153,18993890,18992584,18990897,66305,1061,1061,0,0,0,0,
zjets,18945146,2703021,2695064,1982829,12918,298,298,0,0,0,0,
ttbar,4856033,462759,420448,411370,142223,56532,56532,0,0,0,0,
MC,217214967,22282642,22226779,21502877,229962,60334,60334,0,0,0,0,
data,249359241,65952537,65874324,64013319,231282,53261,53261,0,0,0,0,
